Rk Date G# Week Age Tm  Opp Result Cmp Att Yds 1D 1D% IAY IAY/PA CAY CAY/Cmp CAY/PA YAC YAC/Cmp Drops Drop% BadTh Bad% Sk Bltz Hrry Hits Prss Prss% Scrm Yds/Scr 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
"Patrick Mahomes"
"Patrick Mahomes"
"Patrick Mahomes" 2022-09-11 1 1 26.359 KAN @ ARI "W 44-21" 30 39 360 22 56.4 304 7.8 168 5.6 4.3 192 6.4 3 7.7% 6 15.4% 0 23 18 6 24 58.5% 2 2.5
"Patrick Mahomes" 2022-09-15 2 2 26.363 KAN  LAC "W 27-24" 24 35 235 11 30.6 249 7.1 132 5.5 3.8 103 4.3 0 0.0% 4 12.5% 1 9 1 2 4 11.1% 0 
"Patrick Mahomes" 2022-09-25 3 3 27.008 KAN @ IND "L 17-20" 20 35 262 12 33.3 292 8.3 100 5.0 2.9 162 8.1 2 6.3% 5 15.6% 1 2 4 4 9 22.5% 4 6.5
"Patrick Mahomes" 2022-10-02 4 4 27.015 KAN @ TAM "W 41-31" 23 37 249 17 42.5 262 7.1 126 5.5 3.4 123 5.3 3 8.3% 6 16.7% 3 10 2 3 8 18.6% 3 8.3
"Patrick Mahomes" 2022-10-10 5 5 27.023 KAN  LVR "W 30-29" 29 43 292 18 39.1 274 6.4 142 4.9 3.3 150 5.2 2 4.8% 9 21.4% 3 19 3 3 9 18.8% 2 10.0
"Patrick Mahomes" 2022-10-16 6 6 27.029 KAN  BUF "L 20-24" 25 40 338 16 37.2 220 5.5 139 5.6 3.5 199 8.0 1 2.7% 8 21.6% 3 10 0 6 9 19.1% 4 5.3
"Patrick Mahomes" 2022-10-23 7 7 27.036 KAN @ SFO "W 44-23" 25 34 423 19 54.3 265 7.8 229 9.2 6.7 194 7.8 1 3.1% 5 15.6% 1 9 3 1 5 14.3% 0 
"Patrick Mahomes" 2022-11-06 8 9 27.050 KAN  TEN "W 20-17" 43 68 446 23 31.9 466 6.9 230 5.3 3.4 216 5.0 7 11.3% 9 14.5% 4 5 6 3 13 16.7% 6 10.5
"Patrick Mahomes" 2022-11-13 9 10 27.057 KAN  JAX "W 27-17" 26 35 331 17 48.6 252 7.2 197 7.6 5.6 134 5.2 3 8.6% 4 11.4% 0 3 0 4 4 10.0% 5 8.0
